,label,set
2114,Fish,train
4305,Fish,train
6211,Fish,train
7185,Fish,train
11145,Fish,train
3595,Fish,train
2134,Fish,train
3484,Fish,train
4366,Fish,train
3685,Fish,train
10400,Fish,train
7618,Fish,train
6303,Fish,train
7152,Fish,train
3878,Fish,train
11125,Fish,train
9965,Fish,train
9167,Fish,train
4686,Fish,train
11545,Fish,train
9427,Fish,train
5903,Fish,train
8245,Fish,train
11769,Fish,train
9030,Fish,train
1760,Fish,train
50,Fish,train
9387,Fish,train
1736,Fish,train
8801,Fish,train
4769,Fish,train
5262,Fish,train
10101,Fish,train
3452,Fish,train
9051,Fish,train
4134,Fish,train
6936,Fish,train
5216,Fish,train
10313,Fish,train
4245,Fish,train
8450,Fish,train
7506,Fish,train
947,Fish,train
11394,Fish,train
2158,Fish,train
10862,Fish,train
7530,Fish,train
2039,Fish,train
6790,Fish,train
11180,Fish,train
2325,Fish,train
7588,Fish,train
4895,Fish,train
9796,Fish,train
4314,Fish,train
5621,Fish,train
11605,Fish,train
4390,Fish,train
7872,Fish,train
3823,Fish,train
2137,Fish,train
1349,Fish,train
601,Fish,train
1093,Fish,train
5663,Fish,train
6537,Fish,train
4569,Fish,train
8333,Fish,train
615,Fish,train
2787,Fish,train
2570,Fish,train
10074,Fish,train
9268,Fish,train
2528,Fish,train
3533,Fish,train
9503,Fish,train
7722,Fish,train
1220,Fish,train
1567,Fish,train
9033,Fish,train
10754,Fish,train
7958,Fish,train
10974,Fish,train
6133,Fish,train
5463,Fish,train
1512,Fish,train
6147,Fish,train
9213,Fish,train
8966,Fish,train
10708,Fish,train
7787,Fish,train
111,Fish,train
651,Fish,train
2834,Fish,train
8709,Fish,train
10062,Fish,train
2466,Fish,train
10108,Fish,train
180,Fish,train
3269,Fish,train
2795,Fish,train
11119,Fish,train
3776,Fish,train
7207,Fish,train
3897,Fish,train
5695,Fish,train
4584,Fish,train
9235,Fish,train
3608,Fish,train
4442,Fish,train
8316,Fish,train
10229,Fish,train
9099,Fish,train
7100,Fish,train
124,Fish,train
6505,Fish,train
6095,Fish,train
9189,Fish,train
10011,Fish,train
4607,Fish,train
6541,Fish,train
2582,Fish,train
4400,Fish,train
3741,Fish,train
7021,Fish,train
10421,Fish,train
391,Fish,train
4672,Fish,train
3440,Fish,train
1154,Fish,train
3078,Fish,train
9108,Fish,train
7908,Fish,train
8759,Fish,train
653,Fish,train
10412,Fish,train
5378,Fish,train
6089,Fish,train
10791,Fish,train
336,Fish,train
9953,Fish,train
7919,Fish,train
9372,Fish,train
4349,Fish,train
128,Fish,train
8237,Fish,train
6083,Fish,train
1016,Fish,train
11711,Fish,train
1394,Fish,train
5,Fish,train
4482,Fish,train
9702,Fish,train
11675,Fish,train
6354,Fish,train
5503,Fish,train
3558,Fish,train
4576,Fish,train
5363,Fish,train
6105,Fish,train
4086,Fish,train
1697,Fish,train
3400,Fish,train
3745,Fish,train
9554,Fish,train
10885,Fish,train
2173,Fish,train
10398,Fish,train
1647,Fish,train
1344,Fish,train
6919,Fish,train
10843,Fish,train
3953,Fish,train
2245,Fish,train
10945,Fish,train
7216,Fish,train
5988,Fish,train
5311,Fish,train
5071,Fish,train
11757,Fish,train
3303,Fish,train
10495,Fish,train
5892,Fish,train
841,Fish,train
7393,Fish,train
11787,Fish,train
2856,Fish,train
7260,Fish,train
4414,Fish,train
10268,Fish,train
2481,Fish,train
11286,Fish,train
7063,Fish,train
1361,Fish,train
3211,Fish,train
8782,Fish,train
11055,Fish,train
9840,Fish,train
3425,Fish,train
6511,Fish,train
11771,Fish,train
4180,Fish,train
104,Fish,train
10197,Fish,train
11777,Fish,train
7922,Fish,train
2873,Fish,train
1119,Fish,train
11567,Fish,train
4862,Fish,train
9774,Fish,train
5230,Fish,train
5235,Fish,train
4201,Fish,train
7905,Fish,train
10845,Fish,train
5476,Fish,train
11502,Fish,train
2942,Fish,train
2977,Fish,train
3747,Fish,train
2152,Fish,train
160,Fish,train
4316,Fish,train
3988,Fish,train
9923,Fish,train
452,Fish,train
822,Fish,train
7514,Fish,train
4022,Fish,train
6874,Fish,train
8070,Fish,train
6490,Fish,train
8776,Fish,train
3120,Fish,train
11059,Fish,train
5507,Fish,train
1899,Fish,train
4783,Fish,train
3204,Fish,train
9217,Fish,train
10181,Fish,train
7434,Fish,train
2233,Fish,train
3572,Fish,train
8576,Fish,train
4847,Fish,train
7292,Fish,train
690,Fish,train
9215,Fish,train
6285,Fish,train
1806,Fish,train
11231,Fish,train
3626,Fish,train
5845,Fish,train
9948,Fish,train
3379,Fish,train
2170,Fish,train
10285,Fish,train
11697,Fish,train
11440,Fish,train
11051,Fish,train
9913,Fish,train
9397,Fish,train
5285,Fish,train
1503,Fish,train
11263,Fish,train
4602,Fish,train
2739,Fish,train
5796,Fish,train
114,Fish,train
1371,Fish,train
8585,Fish,train
2345,Fish,train
6869,Fish,train
1541,Fish,train
9307,Fish,train
11214,Fish,train
2132,Fish,train
11400,Fish,train
9564,Fish,train
3130,Fish,train
792,Fish,train
10235,Fish,train
1062,Fish,train
736,Fish,train
5598,Fish,train
10721,Fish,train
6851,Fish,train
7767,Fish,train
1686,Fish,train
7447,Fish,train
5381,Fish,train
8038,Fish,train
10327,Fish,train
4091,Fish,train
4610,Fish,train
369,Fish,train
3241,Fish,train
5099,Fish,train
8655,Fish,train
5666,Fish,train
9994,Fish,train
4786,Fish,train
7879,Fish,train
3978,Fish,train
5992,Fish,train
7714,Fish,train
8418,Fish,train
8707,Fish,train
9255,Fish,train
4269,Fish,train
1636,Fish,train
10797,Fish,train
11270,Fish,train
4525,Fish,train
2208,Fish,train
4741,Fish,train
81,Fish,train
483,Fish,train
6687,Fish,train
1902,Fish,train
7652,Fish,train
831,Fish,train
11594,Fish,train
4412,Fish,train
8983,Fish,train
1689,Fish,train
7127,Fish,train
760,Fish,train
6812,Fish,train
10423,Fish,train
5906,Fish,train
307,Fish,train
5824,Fish,train
7156,Fish,train
7178,Fish,train
7914,Fish,train
10984,Fish,train
5013,Fish,train
4884,Fish,train
38,Fish,train
6559,Fish,train
11451,Fish,train
8054,Fish,train
42,Fish,train
8730,Fish,train
7103,Fish,train
10479,Fish,train
3603,Fish,train
7613,Fish,train
5350,Fish,train
9514,Fish,train
8863,Fish,train
1242,Fish,train
9775,Fish,train
10735,Fish,train
2661,Fish,train
8091,Fish,train
6010,Fish,train
8374,Fish,train
11434,Fish,train
10585,Fish,train
4977,Fish,train
11340,Fish,train
10209,Fish,train
10351,Fish,train
10940,Fish,train
10342,Fish,train
8939,Fish,train
6187,Fish,train
2048,Fish,train
10332,Fish,train
6718,Fish,train
626,Fish,train
9999,Fish,train
10124,Fish,train
6445,Fish,train
5133,Fish,train
11500,Fish,train
5406,Fish,train
11745,Fish,train
7322,Fish,train
850,Fish,train
8002,Fish,train
5733,Fish,train
8633,Fish,train
5432,Fish,train
225,Fish,train
2082,Fish,train
171,Fish,train
6486,Fish,train
8097,Fish,train
3475,Fish,train
7338,Fish,train
7753,Fish,train
6653,Fish,train
1374,Fish,train
5780,Fish,train
10973,Fish,train
3278,Fish,train
4537,Fish,train
11723,Fish,train
1857,Fish,train
923,Fish,train
5056,Fish,train
6178,Fish,train
1105,Fish,train
1695,Fish,train
918,Fish,train
1039,Fish,train
7637,Fish,train
7697,Fish,train
4373,Fish,train
7710,Fish,train
11041,Fish,train
1492,Fish,train
4190,Fish,train
3063,Fish,train
9888,Fish,train
9044,Fish,train
7689,Fish,train
5877,Fish,train
8515,Fish,train
1976,Fish,train
5170,Fish,train
6752,Fish,train
7901,Fish,train
1303,Fish,train
10470,Fish,train
1986,Fish,train
4095,Fish,train
8933,Fish,train
8641,Fish,train
5440,Fish,train
25,Fish,train
2050,Fish,train
8621,Fish,train
5223,Fish,train
4820,Fish,train
2008,Fish,train
16,Fish,train
3669,Fish,train
7943,Fish,train
1407,Fish,train
1675,Fish,train
9023,Fish,train
8788,Fish,train
10158,Fish,train
6288,Fish,train
3903,Fish,train
4707,Fish,train
53,Fish,train
4986,Fish,train
2997,Fish,train
1671,Fish,train
2258,Fish,train
10741,Fish,train
9945,Fish,train
4580,Fish,train
5547,Fish,train
2611,Fish,train
3671,Fish,train
1388,Fish,train
9192,Fish,train
7941,Fish,train
11337,Fish,train
4409,Fish,train
8990,Fish,train
8458,Fish,train
9957,Fish,train
10490,Fish,train
10811,Fish,train
10487,Fish,train
11648,Fish,train
8993,Fish,train
2385,Fish,train
5527,Fish,train
6792,Fish,train
3618,Fish,train
8078,Fish,train
1961,Fish,train
1328,Fish,train
8726,Fish,train
5613,Fish,train
1412,Fish,train
11743,Fish,train
7274,Fish,train
7334,Fish,train
2072,Fish,train
11517,Fish,train
11371,Fish,train
543,Fish,train
8353,Fish,train
6693,Fish,train
10763,Fish,train
4478,Fish,train
2019,Fish,train
9590,Fish,train
10218,Fish,train
8343,Fish,train
5167,Fish,train
5836,Fish,train
8067,Fish,train
8372,Fish,train
3376,Fish,train
2459,Fish,train
7600,Fish,train
10790,Fish,train
8999,Fish,train
11597,Fish,train
4747,Fish,train
5434,Fish,train
8479,Fish,train
365,Fish,train
7113,Fish,train
10668,Fish,train
3285,Fish,train
2212,Fish,train
3165,Fish,train
9164,Fish,train
2282,Fish,train
9250,Fish,train
3331,Fish,train
6369,Fish,train
8497,Fish,train
5857,Fish,train
9795,Fish,train
1619,Fish,train
6981,Fish,train
9025,Fish,train
5115,Fish,train
7316,Fish,train
9971,Fish,train
8846,Fish,train
7622,Fish,train
1041,Fish,train
585,Fish,train
1532,Fish,train
728,Fish,train
6502,Fish,train
11328,Fish,train
5688,Fish,train
9741,Fish,train
2042,Fish,train
8474,Fish,train
9754,Fish,train
8691,Fish,train
9493,Fish,train
9501,Fish,train
417,Fish,train
7852,Fish,train
4450,Fish,train
8553,Fish,train
11635,Fish,train
1937,Fish,train
2368,Fish,train
10594,Fish,train
1214,Fish,train
784,Fish,train
1893,Fish,train
5775,Fish,train
9328,Fish,train
6822,Fish,train
7028,Fish,train
6527,Fish,train
3206,Fish,train
3774,Fish,train
7533,Fish,train
2085,Fish,train
8588,Fish,train
11590,Fish,train
9177,Fish,train
10759,Fish,train
3399,Fish,train
2362,Fish,train
8309,Fish,train
11142,Fish,train
3402,Fish,train
8021,Fish,train
4386,Fish,train
10607,Fish,train
2899,Fish,train
2969,Fish,train
3828,Fish,train
1982,Fish,train
8432,Fish,train
8105,Fish,train
5485,Fish,train
3273,Fish,train
557,Fish,train
3019,Fish,train
11072,Fish,train
6203,Fish,train
8267,Fish,train
8868,Fish,train
119,Fish,train
9171,Fish,train
7461,Fish,train
8809,Fish,train
290,Fish,train
10393,Fish,train
4856,Fish,train
11074,Fish,train
5135,Fish,train
6605,Fish,train
11223,Fish,train
5372,Fish,train
1165,Fish,train
6261,Fish,train
8113,Fish,train
2179,Fish,train
1463,Fish,train
10256,Fish,train
10319,Fish,train
3480,Fish,train
4051,Fish,train
9985,Fish,train
3222,Fish,train
4254,Fish,train
9535,Fish,train
255,Fish,train
7554,Fish,train
6855,Fish,train
11549,Fish,train
11664,Fish,train
633,Fish,train
10977,Fish,train
6725,Fish,train
855,Fish,train
2784,Fish,train
8850,Fish,train
1570,Fish,train
10817,Fish,train
232,Fish,train
1561,Fish,train
10491,Fish,train
6731,Fish,train
9018,Fish,train
8907,Fish,train
4025,Fish,train
8688,Fish,train
1217,Fish,train
9356,Fish,train
11611,Fish,train
1641,Fish,train
9322,Fish,train
6233,Fish,train
5998,Fish,train
4455,Fish,train
9601,Fish,train
8283,Fish,train
275,Fish,train
4599,Fish,train
7419,Fish,train
8825,Fish,train
328,Flower,train
2354,Flower,train
891,Flower,train
3207,Flower,train
2588,Flower,train
10215,Flower,train
1603,Flower,train
5486,Flower,train
248,Flower,train
9458,Flower,train
8832,Flower,train
4845,Flower,train
284,Flower,train
5032,Flower,train
7293,Flower,train
8287,Flower,train
2922,Flower,train
10886,Flower,train
5875,Flower,train
2800,Flower,train
6872,Flower,train
10701,Flower,train
4423,Flower,train
11236,Flower,train
7384,Flower,train
3097,Flower,train
5227,Flower,train
1376,Flower,train
5577,Flower,train
10482,Flower,train
9726,Flower,train
7502,Flower,train
9451,Flower,train
7463,Flower,train
8050,Flower,train
2962,Flower,train
2901,Flower,train
9088,Flower,train
10498,Flower,train
8334,Flower,train
552,Flower,train
9040,Flower,train
7843,Flower,train
10644,Flower,train
6926,Flower,train
7421,Flower,train
39,Flower,train
1516,Flower,train
7896,Flower,train
4629,Flower,train
10087,Flower,train
94,Flower,train
240,Flower,train
10867,Flower,train
3913,Flower,train
11572,Flower,train
6247,Flower,train
498,Flower,train
11168,Flower,train
5339,Flower,train
8597,Flower,train
4074,Flower,train
9139,Flower,train
5807,Flower,train
7698,Flower,train
7004,Flower,train
8405,Flower,train
2561,Flower,train
3355,Flower,train
1763,Flower,train
8294,Flower,train
9865,Flower,train
2852,Flower,train
9205,Flower,train
3034,Flower,train
4487,Flower,train
10396,Flower,train
3707,Flower,train
2070,Flower,train
3478,Flower,train
10195,Flower,train
5337,Flower,train
7828,Flower,train
8617,Flower,train
4393,Flower,train
511,Flower,train
5518,Flower,train
7832,Flower,train
6301,Flower,train
10306,Flower,train
8186,Flower,train
4613,Flower,train
8677,Flower,train
8731,Flower,train
886,Flower,train
6856,Flower,train
2442,Flower,train
10040,Flower,train
586,Flower,train
1778,Flower,train
10113,Flower,train
5504,Flower,train
10165,Flower,train
6155,Flower,train
2782,Flower,train
497,Flower,train
10133,Flower,train
5953,Flower,train
2775,Flower,train
8836,Flower,train
9908,Flower,train
800,Flower,train
6039,Flower,train
3213,Flower,train
10695,Flower,train
6090,Flower,train
9156,Flower,train
211,Flower,train
1404,Flower,train
4367,Flower,train
7019,Flower,train
1547,Flower,train
1784,Flower,train
2519,Flower,train
9254,Flower,train
7990,Flower,train
5700,Flower,train
7413,Flower,train
7902,Flower,train
3944,Flower,train
8876,Flower,train
6943,Flower,train
6964,Flower,train
6281,Flower,train
2759,Flower,train
5109,Flower,train
6370,Flower,train
10433,Flower,train
8913,Flower,train
5889,Flower,train
10044,Flower,train
9295,Flower,train
2460,Flower,train
10689,Flower,train
11830,Flower,train
4984,Flower,train
11004,Flower,train
10079,Flower,train
10046,Flower,train
11255,Flower,train
8513,Flower,train
2777,Flower,train
5639,Flower,train
10153,Flower,train
4705,Flower,train
8659,Flower,train
7101,Flower,train
10972,Flower,train
7061,Flower,train
6684,Flower,train
3659,Flower,train
2103,Flower,train
3929,Flower,train
5615,Flower,train
2108,Flower,train
8347,Flower,train
8628,Flower,train
4332,Flower,train
7200,Flower,train
8170,Flower,train
8262,Flower,train
2040,Flower,train
9369,Flower,train
9284,Flower,train
3500,Flower,train
8377,Flower,train
2218,Flower,train
7777,Flower,train
2714,Flower,train
5645,Flower,train
2652,Flower,train
5747,Flower,train
7401,Flower,train
5753,Flower,train
5449,Flower,train
10997,Flower,train
9175,Flower,train
6190,Flower,train
6423,Flower,train
5472,Flower,train
10840,Flower,train
4762,Flower,train
4453,Flower,train
1990,Flower,train
10477,Flower,train
879,Flower,train
5622,Flower,train
11663,Flower,train
544,Flower,train
1466,Flower,train
5799,Flower,train
7360,Flower,train
3771,Flower,train
10813,Flower,train
3667,Flower,train
354,Flower,train
1477,Flower,train
3188,Flower,train
5412,Flower,train
11413,Flower,train
6382,Flower,train
3811,Flower,train
4329,Flower,train
7549,Flower,train
4834,Flower,train
2748,Flower,train
436,Flower,train
1815,Flower,train
11042,Flower,train
10056,Flower,train
4778,Flower,train
10275,Flower,train
11826,Flower,train
11494,Flower,train
4827,Flower,train
10328,Flower,train
10955,Flower,train
4239,Flower,train
11554,Flower,train
5511,Flower,train
2303,Flower,train
5927,Flower,train
3703,Flower,train
10488,Flower,train
10281,Flower,train
3079,Flower,train
7206,Flower,train
8108,Flower,train
5563,Flower,train
9669,Flower,train
3940,Flower,train
9721,Flower,train
8516,Flower,train
2502,Flower,train
1097,Flower,train
6961,Flower,train
2636,Flower,train
4430,Flower,train
4020,Flower,train
1356,Flower,train
10148,Flower,train
3242,Flower,train
7364,Flower,train
11419,Flower,train
3546,Flower,train
3200,Flower,train
5540,Flower,train
8242,Flower,train
8471,Flower,train
2607,Flower,train
6796,Flower,train
1665,Flower,train
11833,Flower,train
3054,Flower,train
6743,Flower,train
4456,Flower,train
10545,Flower,train
1117,Flower,train
6973,Flower,train
1324,Flower,train
1576,Flower,train
6756,Flower,train
3494,Flower,train
2308,Flower,train
3330,Flower,train
8571,Flower,train
2290,Flower,train
3672,Flower,train
6989,Flower,train
4532,Flower,train
11028,Flower,train
4598,Flower,train
1156,Flower,train
3630,Flower,train
9963,Flower,train
991,Flower,train
5805,Flower,train
7138,Flower,train
9496,Flower,train
2668,Flower,train
4069,Flower,train
1238,Flower,train
627,Flower,train
3133,Flower,train
3732,Flower,train
2300,Flower,train
1155,Flower,train
8914,Flower,train
2600,Flower,train
8581,Flower,train
795,Flower,train
2096,Flower,train
5814,Flower,train
2259,Flower,train
2437,Flower,train
7824,Flower,train
6583,Flower,train
7720,Flower,train
561,Flower,train
3768,Flower,train
8799,Flower,train
2280,Flower,train
8893,Flower,train
11009,Flower,train
2094,Flower,train
10546,Flower,train
5295,Flower,train
906,Flower,train
8350,Flower,train
856,Flower,train
2524,Flower,train
8157,Flower,train
927,Flower,train
825,Flower,train
10795,Flower,train
10337,Flower,train
5804,Flower,train
7189,Flower,train
9024,Flower,train
6218,Flower,train
7763,Flower,train
2886,Flower,train
9062,Flower,train
777,Flower,train
90,Flower,train
5819,Flower,train
9383,Flower,train
1908,Flower,train
10730,Flower,train
6124,Flower,train
5769,Flower,train
2996,Flower,train
6265,Flower,train
3825,Flower,train
7341,Flower,train
3615,Flower,train
5263,Flower,train
3654,Flower,train
10685,Flower,train
475,Flower,train
1905,Flower,train
4049,Flower,train
1768,Flower,train
5345,Flower,train
11659,Flower,train
10472,Flower,train
6590,Flower,train
7505,Flower,train
3910,Flower,train
10489,Flower,train
9663,Flower,train
359,Flower,train
870,Flower,train
937,Flower,train
922,Flower,train
6995,Flower,train
8714,Flower,train
2948,Flower,train
3,Flower,train
1587,Flower,train
4781,Flower,train
1935,Flower,train
7783,Flower,train
3322,Flower,train
7371,Flower,train
8391,Flower,train
10385,Flower,train
8689,Flower,train
11608,Flower,train
9199,Flower,train
5985,Flower,train
10736,Flower,train
604,Flower,train
11326,Flower,train
2683,Flower,train
418,Flower,train
5326,Flower,train
4429,Flower,train
4618,Flower,train
5405,Flower,train
1693,Flower,train
10839,Flower,train
5995,Flower,train
905,Flower,train
2381,Flower,train
2740,Flower,train
3112,Flower,train
10751,Flower,train
11000,Flower,train
6102,Flower,train
9830,Flower,train
9599,Flower,train
6008,Flower,train
5441,Flower,train
10798,Flower,train
9160,Flower,train
5496,Flower,train
1461,Flower,train
9627,Flower,train
6528,Flower,train
5074,Flower,train
1052,Flower,train
9050,Flower,train
6631,Flower,train
9003,Flower,train
6671,Flower,train
8988,Flower,train
6753,Flower,train
6263,Flower,train
3344,Flower,train
2029,Flower,train
8123,Flower,train
5958,Flower,train
10873,Flower,train
11114,Flower,train
835,Flower,train
1954,Flower,train
10837,Flower,train
1987,Flower,train
1430,Flower,train
8,Flower,train
1350,Flower,train
2196,Flower,train
2106,Flower,train
7521,Flower,train
11526,Flower,train
1297,Flower,train
4887,Flower,train
6494,Flower,train
10077,Flower,train
2643,Flower,train
1553,Flower,train
2058,Flower,train
6860,Flower,train
6030,Flower,train
6692,Flower,train
3060,Flower,train
7657,Flower,train
5146,Flower,train
9533,Flower,train
3368,Flower,train
4460,Flower,train
4787,Flower,train
6253,Flower,train
6062,Flower,train
4894,Flower,train
2762,Flower,train
1638,Flower,train
1287,Flower,train
6954,Flower,train
272,Flower,train
3875,Flower,train
5758,Flower,train
11274,Flower,train
4744,Flower,train
9097,Flower,train
8841,Flower,train
11411,Flower,train
662,Flower,train
10192,Flower,train
10444,Flower,train
10296,Flower,train
5272,Flower,train
761,Flower,train
1880,Flower,train
4125,Flower,train
3682,Flower,train
5612,Flower,train
3679,Flower,train
5100,Flower,train
6397,Flower,train
6899,Flower,train
2918,Flower,train
8114,Flower,train
7077,Flower,train
5064,Flower,train
2662,Flower,train
6315,Flower,train
2772,Flower,train
2153,Flower,train
10401,Flower,train
6697,Flower,train
6722,Flower,train
7750,Flower,train
132,Flower,train
7768,Flower,train
4291,Flower,train
6464,Flower,train
2120,Flower,train
3417,Flower,train
7208,Flower,train
8652,Flower,train
2278,Flower,train
2722,Flower,train
10039,Flower,train
7317,Flower,train
7728,Flower,train
9390,Flower,train
5331,Flower,train
9899,Flower,train
51,Flower,train
10554,Flower,train
7560,Flower,train
